system_id,system_name,status,expected_hospital_count_total,expected_acute_hospital_count,expected_system_bed_count,expected_physician_count,expected_linked_hospital_rows,expected_linked_acute_rows,actual_hospital_count_total,actual_acute_hospital_count,actual_system_bed_count,actual_physician_count,actual_linked_hospital_rows,actual_linked_acute_rows
HSI00000466,Healthcare Authority for Baptist Health,pass,3,3,611,256,3,3,3,3,611,256,3,3
HSI00000467,Huntsville Hospital Health System,pass,8,8,1571,526,8,8,8,8,1571,526,8,8
HSI00000471,Hendrick Health System,pass,3,3,656,206,3,3,3,3,656,206,3,3
HSI00000472,Hendricks Regional Health,pass,2,1,130,189,2,1,2,1,130,189,2,1
HSI00000473,Hennepin Healthcare,pass,1,1,347,573,1,1,1,1,347,573,1,1
HSI00000474,Henry Community Health,pass,1,1,48,57,1,1,1,1,48,57,1,1
HSI00000475,Henry Ford Health,pass,6,5,1787,3796,6,5,6,5,1787,3796,6,5
HSI00000476,Heritage Valley Health System,pass,3,3,365,227,3,3,3,3,365,227,3,3
HSI00000478,Heywood Healthcare,pass,2,2,135,85,2,2,2,2,135,85,2,2
HSI00000484,Hoag Memorial Hospital Presbyterian,pass,2,1,512,597,2,1,2,1,512,597,2,1
HSI00000488,Holy Redeemer Health System,pass,1,1,213,164,1,1,1,1,213,164,1,1
HSI00000490,Holzer Health System,pass,2,2,172,153,2,2,2,2,172,153,2,2
HSI00000491,HonorHealth,pass,7,6,1406,753,7,6,7,6,1406,753,7,6
HSI00000492,HCA Healthcare,pass,185,167,37395,15120,185,167,185,167,37395,15120,185,167
HSI00000496,Hospital Sisters Health System,pass,17,17,1705,761,17,17,17,17,1705,761,17,17
HSI00000497,Houston Healthcare,pass,2,2,293,85,2,2,2,2,293,85,2,2
HSI00000502,Hunterdon Healthcare System,pass,1,1,184,314,1,1,1,1,184,314,1,1
HSI00000505,Hurley Medical Center,pass,1,1,369,184,1,1,1,1,369,184,1,1
HSI00000507,Integris Health,pass,10,10,1169,673,10,10,10,10,1169,673,10,10
HSI00000510,Indiana University Health,pass,14,13,2429,3440,14,13,14,13,2429,3440,14,13
HSI00000511,Infirmary Health System,pass,5,4,769,359,5,4,5,4,769,359,5,4
HSI00000513,Inova Health System,pass,5,5,1682,2093,5,5,5,5,1682,2093,5,5
HSI00000514,Inspira Health Network,pass,4,4,679,302,4,4,4,4,679,302,4,4
HSI00000515,Interfaith Medical Center,pass,1,1,,80,1,1,1,1,,80,1,1
HSI00000516,Intermountain Healthcare,pass,33,31,3938,3903,33,31,33,31,3938,3903,33,31
HSI00000518,Iredell Health System,pass,1,1,155,50,1,1,1,1,155,50,1,1
HSI00000523,Jackson Health System,pass,3,1,1608,1291,3,1,3,1,1608,1291,3,1
HSI00000526,Jefferson Healthcare,pass,2,1,25,61,2,1,2,1,25,61,2,1
HSI00000527,Jefferson Hospital Association,pass,1,1,245,62,1,1,1,1,245,62,1,1
HSI00000530,John Muir Health,pass,3,2,610,1117,3,2,3,2,610,1117,3,2
HSI00000531,Johns Hopkins Health System,pass,6,6,2402,4638,6,6,6,6,2402,4638,6,6
HSI00000536,Kaiser Permanente,pass,41,40,9337,25893,41,40,41,40,9337,25893,41,40
HSI00000537,Kaleida Health,pass,4,4,1176,387,4,4,4,4,1176,387,4,4
HSI00000538,Logan Health,pass,6,5,301,338,6,5,6,5,301,338,6,5
HSI00000539,Katherine Shaw Bethea Hospital,pass,1,1,80,50,1,1,1,1,80,50,1,1
HSI00000540,Kaweah Delta Health Care District,pass,1,1,430,261,1,1,1,1,430,261,1,1
HSI00000546,Kettering Health,pass,8,7,1217,855,8,7,8,7,1217,855,8,7
HSI00000553,Kootenai Health,pass,2,2,349,305,2,2,2,2,349,305,2,2
HSI00000554,Kuakini Health System,pass,1,1,170,54,1,1,1,1,170,54,1,1
HSI00000555,LCMC Health System,pass,11,10,1895,1120,11,10,11,10,1895,1120,11,10
HSI00000559,LSU Healthcare Services Division,pass,1,1,24,1111,1,1,1,1,24,1111,1,1
HSI00000564,Lake Charles Memorial Health System,pass,2,1,227,200,2,1,2,1,227,200,2,1
HSI00000567,Lake Region Healthcare,pass,2,2,90,70,2,2,2,2,90,70,2,2
HSI00000568,Lake Regional Health System,pass,1,1,105,82,1,1,1,1,105,82,1,1
HSI00000569,Lakeland Regional Health,pass,1,1,764,281,1,1,1,1,764,281,1,1
HSI00000575,Lee Health,pass,3,3,1659,583,3,3,3,3,1659,583,3,3
HSI00000576,Legacy Health,pass,7,7,1005,1545,7,7,7,7,1005,1545,7,7
HSI00000577,Lehigh Valley Health Network,pass,10,9,1679,1706,10,9,10,9,1679,1706,10,9
HSI00000579,Lexington Medical Center,pass,1,1,541,492,1,1,1,1,541,492,1,1
HSI00000581,Licking Memorial Health Systems,pass,1,1,219,144,1,1,1,1,219,144,1,1
HSI00000582,LifeBridge Health,pass,6,4,817,727,6,4,6,4,817,727,6,4
HSI00000584,Lifepoint Health,pass,79,61,5841,2898,79,61,79,61,5841,2898,79,61
HSI00000585,Lifespan,pass,4,3,963,1486,4,3,4,3,963,1486,4,3
HSI00000591,Loma Linda University Health,pass,4,3,912,1611,4,3,4,3,912,1611,4,3
HSI00000593,Los Angeles County Department of Health Services,pass,4,3,1190,2216,4,3,4,3,1190,2216,4,3
HSI00000608,Main Line Health,pass,5,4,1049,1084,5,4,5,4,1049,1084,5,4
HSI00000610,MaineGeneral Health,pass,1,1,186,349,1,1,1,1,186,349,1,1
HSI00000611,MaineHealth,pass,10,9,1134,1631,10,9,10,9,1134,1631,10,9
HSI00000612,Major Health Partners,pass,1,1,46,76,1,1,1,1,46,76,1,1
HSI00000613,Bitterroot Health,pass,1,1,25,66,1,1,1,1,25,66,1,1
HSI00000614,Margaret Mary Health,pass,1,1,25,62,1,1,1,1,25,62,1,1
HSI00000615,Valleywise Health,pass,1,1,301,389,1,1,1,1,301,389,1,1
HSI00000616,MarinHealth,pass,1,1,310,239,1,1,1,1,310,239,1,1
HSI00000619,Marshall Medical Center,pass,1,1,111,96,1,1,1,1,111,96,1,1
HSI00000621,Marshfield Clinic Health System,pass,12,12,603,959,12,12,12,12,603,959,12,12
HSI00000623,Mary Lanning Healthcare,pass,1,1,97,59,1,1,1,1,97,59,1,1
HSI00000624,Mary Washington Healthcare,pass,3,2,502,333,3,2,3,2,502,333,3,2
HSI00000630,Maury Regional Medical Center,pass,3,3,299,139,3,3,3,3,299,139,3,3
HSI00000631,Mayo Clinic Health System,pass,26,25,2792,7577,26,25,26,25,2792,7577,26,25
HSI00000636,McLaren Health Care Corporation,pass,13,11,1600,1331,13,11,13,11,1600,1331,13,11
HSI00000637,McLeod Health,pass,6,5,846,587,6,5,6,5,846,587,6,5
HSI00000639,Meadville Medical Center,pass,2,2,225,117,2,2,2,2,225,117,2,2
HSI00000640,MedStar Health,pass,10,9,2405,3558,10,9,10,9,2405,3558,10,9
HSI00000642,Medisys Health Network,pass,2,2,528,402,2,2,2,2,528,402,2,2
HSI00000644,Medical University of South Carolina Medical Center,pass,8,8,1565,2831,8,8,8,8,1565,2831,8,8
HSI00000648,Memorial Health System,pass,7,7,711,365,7,7,7,7,711,365,7,7
HSI00000649,Memorial Health System,pass,3,3,219,230,3,3,3,3,219,230,3,3
HSI00000652,Memorial Healthcare,pass,1,1,113,91,1,1,1,1,113,91,1,1
HSI00000653,Memorial Healthcare System,pass,5,5,1697,982,5,5,5,5,1697,982,5,5
HSI00000654,Memorial Hermann Healthcare System,pass,11,7,3548,1334,11,7,11,7,3548,1334,11,7
HSI00000655,Memorial Hospital at Gulfport,pass,2,2,285,215,2,2,2,2,285,215,2,2
HSI00000658,MemorialCare Health System,pass,4,4,1191,1876,4,4,4,4,1191,1876,4,4
HSI00000660,Mercy,pass,45,37,4363,3277,45,37,45,37,4363,3277,45,37
HSI00000663,Mercy Medical Center,pass,1,1,173,352,1,1,1,1,173,352,1,1
HSI00000666,Mercy Medical Center,pass,1,1,216,193,1,1,1,1,216,193,1,1
HSI00000667,Mercyhealth,pass,4,4,414,683,4,4,4,4,414,683,4,4
HSI00000671,Meritus Health,pass,1,1,265,230,1,1,1,1,265,230,1,1
HSI00000672,Methodist Health System,pass,3,3,540,505,3,3,3,3,540,505,3,3
HSI00000673,Methodist Health System,pass,8,7,1266,454,8,7,8,7,1266,454,8,7
HSI00000675,Methodist Le Bonheur Healthcare,pass,3,2,1395,828,3,2,3,2,1395,828,3,2
HSI00000678,Nicklaus Childrens Health System,pass,1,1,278,456,1,1,1,1,278,456,1,1
HSI00000683,Middlesex Health System,pass,1,1,187,257,1,1,1,1,187,257,1,1
HSI00000684,Midland County Hospital District,pass,1,1,268,107,1,1,1,1,268,107,1,1
HSI00000686,Lecom Health,pass,2,2,144,105,2,2,2,2,144,105,2,2
HSI00000694,Missouri Delta Medical Center,pass,1,1,98,56,1,1,1,1,98,56,1,1
HSI00000697,Mohawk Valley Health System,pass,1,1,346,192,1,1,1,1,346,192,1,1
HSI00000700,Montefiore Medical Center,pass,8,7,2370,3042,8,7,8,7,2370,3042,8,7
HSI00000705,Mosaic Life Care,pass,5,4,421,269,5,4,5,4,421,269,5,4
HSI00000710,Mount Nittany Health System,pass,1,1,248,176,1,1,1,1,248,176,1,1
HSI00000711,Mount Sinai Health System,pass,5,4,2429,4355,5,4,5,4,2429,4355,5,4
HSI00000712,Mount Sinai Medical Center of Florida,pass,1,1,481,421,1,1,1,1,481,421,1,1
HSI00000714,Multicare Health System,pass,11,9,1536,1499,11,9,11,9,1536,1499,11,9
HSI00000715,Munson Healthcare,pass,10,10,624,137,10,10,10,10,624,137,10,10
HSI00000716,NCH Healthcare System,pass,1,1,517,303,1,1,1,1,517,303,1,1
HSI00000717,NYU Langone Health,pass,5,4,1780,4478,5,4,5,4,1780,4478,5,4
HSI00000720,National Jewish Health,pass,1,1,13,153,1,1,1,1,13,153,1,1
HSI00000722,Nationwide Childrens Hospital,pass,2,2,747,1173,2,2,2,2,747,1173,2,2
HSI00000723,Natividad Medical Center,pass,1,1,144,199,1,1,1,1,144,199,1,1
HSI00000725,Nemours Childrens Health,pass,2,2,352,983,2,2,2,2,352,983,2,2
HSI00000729,New Liberty Hospital District of Clay County,pass,1,1,199,114,1,1,1,1,199,114,1,1
HSI00000730,New York City Health and Hospitals Corporation,pass,12,11,3096,2972,12,11,12,11,3096,2972,12,11
HSI00000731,New York Presbyterian Healthcare System,pass,8,7,3454,6652,8,7,8,7,3454,6652,8,7
HSI00000737,Niagara Falls Memorial Medical Center,pass,1,1,133,54,1,1,1,1,133,54,1,1
HSI00000743,Norman Regional Health System,pass,1,1,322,195,1,1,1,1,322,195,1,1
HSI00000745,Broward Health,pass,4,4,1261,660,4,4,4,4,1261,660,4,4
HSI00000748,North Kansas City Hospital,pass,1,1,383,319,1,1,1,1,383,319,1,1
HSI00000749,North Memorial Health,pass,2,2,476,242,2,2,2,2,476,242,2,2
HSI00000750,North Mississippi Health Services,pass,7,7,767,382,7,7,7,7,767,382,7,7
HSI00000751,North Oaks Health System,pass,2,1,247,118,2,1,2,1,247,118,2,1
HSI00000753,Great Plains Health,pass,1,1,96,74,1,1,1,1,96,74,1,1
HSI00000755,Northbay Healthcare,pass,2,2,204,174,2,2,2,2,204,174,2,2
HSI00000756,NorthShore � Edward-Elmhurst Health,pass,8,7,1398,2371,8,7,8,7,1398,2371,8,7
HSI00000759,Northeast Georgia Health System,pass,5,5,771,630,5,5,5,5,771,630,5,5
HSI00000761,Northern Arizona Healthcare,pass,2,2,329,280,2,2,2,2,329,280,2,2
HSI00000765,Northfield Hospital and Clinics,pass,1,1,37,61,1,1,1,1,37,61,1,1
HSI00000766,Northside Hospital,pass,5,5,1908,1325,5,5,5,5,1908,1325,5,5
HSI00000767,Northwell Health,pass,19,18,5412,9784,19,18,19,18,5412,9784,19,18
HSI00000770,Northwestern Medicine,pass,10,9,2272,3487,10,9,10,9,2272,3487,10,9
HSI00000771,Norton Healthcare,pass,7,7,1665,1157,7,7,7,7,1665,1157,7,7
HSI00000773,Novant Health,pass,13,12,2976,2341,13,12,13,12,2976,2341,13,12
HSI00000776,OSF Healthcare System,pass,17,17,1808,1347,17,17,17,17,1808,1347,17,17
HSI00000780,Ochsner Health System,pass,36,30,3280,3337,36,30,36,30,3280,3337,36,30
HSI00000784,Ohiohealth,pass,14,14,2280,2114,14,14,14,14,2280,2114,14,14
HSI00000789,Olmsted Medical Center,pass,1,1,61,116,1,1,1,1,61,116,1,1
HSI00000792,Oneida Health,pass,1,1,101,65,1,1,1,1,101,65,1,1
HSI00000795,Oregon Health and Science University,pass,2,2,662,2599,2,2,2,2,662,2599,2,2
HSI00000796,Orlando Health,pass,5,5,2258,2013,5,5,5,5,2258,2013,5,5
HSI00000798,Oswego Health,pass,1,1,132,50,1,1,1,1,132,50,1,1
HSI00000802,Owensboro Health,pass,3,3,398,265,3,3,3,3,398,265,3,3
HSI00000805,PIH Health,pass,3,3,846,1512,3,3,3,3,846,1512,3,3
HSI00000809,Palomar Health,pass,3,2,387,311,3,2,3,2,387,311,3,2
HSI00000811,Parkview Health System,pass,11,9,1072,829,11,9,11,9,1072,829,11,9
HSI00000812,Parrish Medical Center,pass,1,1,208,57,1,1,1,1,208,57,1,1
HSI00000813,Mass General Brigham,pass,15,9,2729,9121,15,9,15,9,2729,9121,15,9
HSI00000814,Peacehealth,pass,10,10,1254,1500,10,10,10,10,1254,1500,10,10
HSI00000815,Pella Regional Health Center,pass,1,1,25,55,1,1,1,1,25,55,1,1
HSI00000818,TidalHealth Peninsula Regional,pass,3,3,322,332,3,3,3,3,322,332,3,3
HSI00000819,Penn Highlands Healthcare,pass,8,8,633,341,8,8,8,8,633,341,8,8
HSI00000820,University of Pennsylvania Health System,pass,9,6,2929,4336,9,6,9,6,2929,4336,9,6
HSI00000821,Penn State Health Milton S Hershey Medical Center,pass,5,5,1061,1802,5,5,5,5,1061,1802,5,5
HSI00000822,Peterson Health,pass,1,1,98,68,1,1,1,1,98,68,1,1
HSI00000823,Phoebe Putney Health Systems,pass,5,5,465,271,5,5,5,5,465,271,5,5
HSI00000824,Phoenix Childrens Hospital,pass,1,1,383,667,1,1,1,1,383,667,1,1
HSI00000826,Piedmont Healthcare,pass,19,18,3643,1974,19,18,19,18,3643,1974,19,18
HSI00000833,Pomona Valley Hospital Medical Center,pass,1,1,412,632,1,1,1,1,412,632,1,1
HSI00000842,Premier Health,pass,3,3,1282,798,3,3,3,3,1282,798,3,3
HSI00000843,Presbyterian Healthcare Services,pass,9,9,1222,795,9,9,9,9,1222,795,9,9
HSI00000845,Prime Healthcare Services,pass,45,43,6324,1390,45,43,45,43,6324,1390,45,43
HSI00000847,Prohealth Care,pass,3,2,328,397,3,2,3,2,328,397,3,2
HSI00000848,ProMedica,pass,11,11,1272,1119,11,11,11,11,1272,1119,11,11
HSI00000851,Prospect Medical Holdings,pass,13,12,1963,5255,13,12,13,12,1963,5255,13,12
HSI00000852,Providence,pass,54,50,9256,10875,54,50,54,50,9256,10875,54,50
HSI00000855,Public Hospital District 1A of Whitman County,pass,1,1,25,50,1,1,1,1,25,50,1,1
HSI00000860,Quorum Health Corporation,pass,39,39,1631,1309,39,39,39,39,1631,1309,39,39
HSI00000863,RWJBarnabas Health,pass,16,14,3966,2820,16,14,16,14,3966,2820,16,14
HSI00000864,Rady Childrens Hospital San Diego,pass,1,1,401,673,1,1,1,1,401,673,1,1
HSI00000866,Tower Health,pass,6,4,1064,964,6,4,6,4,1064,964,6,4
HSI00000867,Redlands Community Hospital,pass,1,1,196,50,1,1,1,1,196,50,1,1
HSI00000868,Monument Health,pass,10,9,522,370,10,9,10,9,522,370,10,9
HSI00000870,Regional One Health,pass,2,1,291,161,2,1,2,1,291,161,2,1
HSI00000871,Regional West Health Services,pass,3,3,132,117,3,3,3,3,132,117,3,3
HSI00000873,Reid Health,pass,1,1,183,191,1,1,1,1,183,191,1,1
HSI00000874,Renown Health,pass,3,2,592,620,3,2,3,2,592,620,3,2
HSI00000879,Richmond University Medical Center,pass,1,1,209,140,1,1,1,1,209,140,1,1
HSI00000881,Ridgeview Medical Center,pass,3,3,138,92,3,3,3,3,138,92,3,3
HSI00000882,Riverside Health Care System,pass,2,2,319,88,2,2,2,2,319,88,2,2
HSI00000883,Riverside Health System,pass,6,4,592,631,6,4,6,4,592,631,6,4
HSI00000885,Riverside University Health System,pass,1,1,423,334,1,1,1,1,423,334,1,1
HSI00000887,Riverview Hospital,pass,1,1,121,143,1,1,1,1,121,143,1,1
HSI00000889,Rochester Regional Health System,pass,6,6,1057,1433,6,6,6,6,1057,1433,6,6
HSI00000897,Rush System for Health,pass,3,3,975,2346,3,3,3,3,975,2346,3,3
HSI00000900,Rutland Regional Health Services,pass,1,1,142,124,1,1,1,1,142,124,1,1
HSI00000902,SSM Health,pass,40,37,4017,3563,40,37,40,37,4017,3563,40,37
HSI00000903,SUNY Downstate Medical Center,pass,1,1,268,1379,1,1,1,1,268,1379,1,1
HSI00000904,SUNY Upstate Medical University,pass,2,2,645,922,2,2,2,2,645,922,2,2
HSI00000910,SBH Health System,pass,1,1,283,255,1,1,1,1,283,255,1,1
HSI00000911,Saint Bernards Healthcare,pass,4,3,388,209,4,3,4,3,388,209,4,3
HSI00000912,Saint Charles Health System,pass,4,4,340,330,4,4,4,4,340,330,4,4
HSI00000913,Saint Clair Hospital,pass,1,1,297,155,1,1,1,1,297,155,1,1
HSI00000914,Saint Claire Regional Medical Center,pass,1,1,100,85,1,1,1,1,100,85,1,1
HSI00000917,Saint Elizabeth Healthcare,pass,5,5,755,715,5,5,5,5,755,715,5,5
HSI00000919,Saint Francis Health System,pass,8,7,1382,1056,8,7,8,7,1382,1056,8,7
HSI00000920,Saint Francis Healthcare System,pass,1,1,282,183,1,1,1,1,282,183,1,1
HSI00000925,Saint Joseph Medical Center,pass,1,1,122,81,1,1,1,1,122,81,1,1
HSI00000927,Saint Josephs Candler Health System,pass,2,2,451,172,2,2,2,2,451,172,2,2
HSI00000929,Saint Josephs Health,pass,2,2,681,411,2,2,2,2,681,411,2,2
HSI00000930,Saint Lawrence Health System,pass,3,3,144,133,3,3,3,3,144,133,3,3
HSI00000933,Saint Lukes Episcopal Presbyterian Hospital,pass,2,2,445,407,2,2,2,2,445,407,2,2
HSI00000934,Saint Lukes,pass,9,8,921,1025,9,8,9,8,921,1025,9,8
HSI00000935,Saint Lukes Health System,pass,11,9,964,870,11,9,11,9,964,870,11,9
HSI00000936,Saint Lukes University Health Network,pass,11,11,1292,1546,11,11,11,11,1292,1546,11,11
HSI00000937,Saint Lukes Hospital of Duluth,pass,2,2,254,241,2,2,2,2,254,241,2,2
HSI00000942,Saint Peters Healthcare System,pass,1,1,352,221,1,1,1,1,352,221,1,1
HSI00000943,Saint Peters Health,pass,1,1,125,112,1,1,1,1,125,112,1,1
HSI00000944,Slidell Memorial Hospital,pass,1,1,301,98,1,1,1,1,301,98,1,1
HSI00000947,Salem Health Hospitals and Clinics,pass,2,2,559,269,2,2,2,2,559,269,2,2
HSI00000948,Salina Regional Health Center,pass,4,3,206,132,4,3,4,3,206,132,4,3
HSI00000949,Salinas Valley Memorial Healthcare System,pass,1,1,240,224,1,1,1,1,240,224,1,1
HSI00000951,Samaritan Health Services,pass,5,5,298,636,5,5,5,5,298,636,5,5
HSI00000952,Samaritan Health,pass,2,2,185,112,2,2,2,2,185,112,2,2
HSI00000953,Samaritan Healthcare,pass,1,1,48,55,1,1,1,1,48,55,1,1
HSI00000954,San Antonio Regional Hospital,pass,1,1,363,80,1,1,1,1,363,80,1,1
HSI00000956,San Juan Regional Medical Center,pass,2,1,191,135,2,1,2,1,191,135,2,1
